Day fraction since midnight on 10/27/2019	Pressure Sensor (volts)	Influent Turbidity (NTU)	Effluent Turbidity (NTU)	PumpControl(Clay) ()	PAC Flow Rate (mL/s)	CoagMass ()	drain control ()	coagulant pump ()	clay pump ()	waste pump ()
0.27252387	0.00477694	0.63612485	117.31410980	0.00010715	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27258174	0.00742402	0.64653349	116.67048645	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27263961	0.00717229	0.63071692	117.18981171	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27269749	0.00581660	0.63735992	117.42481995	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27275535	0.00543484	0.63066036	117.42239380	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27281322	0.00581669	0.62440205	117.73516083	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27287109	0.00744291	0.62885672	118.06996918	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27292897	0.00720975	0.63870764	118.02439117	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27298684	0.00818648	0.64199471	117.57704163	0.00002766	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27304471	0.00645737	0.63672042	117.63616943	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27310258	0.00509826	0.63678002	116.56865692	0.00005397	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27316045	0.00631029	0.64181274	115.85002136	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27321832	0.00820073	0.64304954	116.41010284	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27327619	0.00598478	0.65312254	117.24362183	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27333406	0.00658770	0.65394670	117.76883698	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27339194	0.00632481	0.65328062	118.37214661	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27344980	0.00664988	0.64948022	118.19416046	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27350768	0.00596144	0.65669262	118.59357452	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27356555	0.00683046	0.65674043	118.86101532	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27362342	0.00548547	0.64608276	118.41050720	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27368129	0.00647707	0.64454764	118.29349518	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27373916	0.00815347	0.64401668	118.37031555	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27379703	0.00687667	0.63343585	117.40298462	0.00007320	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27385490	0.00481874	0.65594727	117.38958740	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27391277	0.00837997	0.65384847	117.65882874	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27397063	0.00709551	0.64979124	118.12620544	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27402850	0.00572544	0.65349424	118.10028076	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27408639	0.00647031	0.66659492	118.03216553	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27414426	0.00566944	0.65704548	116.38796234	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27420213	0.00776769	0.65231222	116.67188263	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27426000	0.00682684	0.66851926	117.21357727	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27431787	0.00689680	0.65340286	117.35301971	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27437574	0.00608836	0.65581697	117.67329407	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27443361	0.00607199	0.65738410	117.68950653	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27449148	0.00671245	0.65772963	118.00331879	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27454935	0.00696725	0.64506924	117.98104858	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27460723	0.00794304	0.64430940	117.98960876	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27466509	0.00736428	0.64617449	118.44364929	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27472297	0.00760038	0.64802659	118.31665802	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27478084	0.00443673	0.64060056	118.43365479	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27483871	0.00689758	0.64120865	118.34288788	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27489658	0.00753631	0.63573170	117.74111938	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27495446	0.00534012	0.63966292	116.97499847	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27501232	0.00752874	0.64669335	117.30986023	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27507019	0.00550025	0.64124852	117.04220581	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27512806	0.00693562	0.64346075	117.41533661	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27518594	0.00804203	0.64806682	117.89328003	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27524380	0.00649314	0.64684105	117.70732880	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27530167	0.00826983	0.66581976	117.83988190	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27535955	0.00653861	0.67337954	117.73705292	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27541744	0.00630913	0.68653494	118.29110718	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27547529	0.00611676	0.68268520	118.22299957	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27553318	0.00730576	0.67996627	117.74979401	0.00000161	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27559103	0.01074863	0.68974149	117.00612640	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27564890	0.00766957	0.68928730	116.70336151	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27570678	0.00838113	0.68547684	116.49083710	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27576465	0.00478610	0.68111724	115.36546326	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27582252	0.00750213	0.68787092	115.26963806	0.00000499	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27588039	0.00743757	0.70052141	114.72818756	0.00003122	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27593828	0.00532456	0.69163460	115.16832733	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27599614	0.00715321	0.69729656	116.28601074	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27605402	0.00756045	0.69290769	116.82328796	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27611188	0.00468061	0.69571441	117.11506653	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27616975	0.00781889	0.69416022	117.16698456	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27622762	0.00681150	0.68645650	115.76010132	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27628550	0.00612632	0.68569279	115.92004395	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27634336	0.00569320	0.69433832	115.65335083	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27640123	0.00655920	0.70596677	115.70025635	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27645910	0.00704538	0.68883729	115.85421753	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27651698	0.00530933	0.68711555	116.34278870	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27657485	0.00731421	0.70675272	116.43971252	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27663272	0.00642900	0.70431972	116.81781769	0.00001406	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27669059	0.00740355	0.71662813	117.01502991	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27674846	0.00554714	0.71985269	115.63118744	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27680633	0.00567904	0.72341132	116.22178650	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27686420	0.00854756	0.71405607	116.85966492	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27692209	0.00566599	0.71450931	116.70707703	0.00004747	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27697994	0.00715012	0.70229572	116.78594971	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27703783	0.00618319	0.69757265	116.88673401	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27709569	0.00494340	0.68695760	117.29507446	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27715357	0.00773950	0.68788671	117.43367767	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27721145	0.00838661	0.69104642	117.47779083	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27726931	0.00605220	0.70606411	117.47149658	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27732718	0.00586699	0.71372753	117.43552399	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27738505	0.00678085	0.70821226	117.72736359	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27744293	0.00655600	0.70119625	117.68236542	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27750079	0.00681003	0.70959306	118.04586792	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27755866	0.00694873	0.71631444	118.13558197	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27761653	0.00702175	0.71939832	117.60826111	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27767441	0.00581591	0.73597622	117.85306549	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27773227	0.00595995	0.73182613	118.16830444	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27779015	0.00726013	0.74225456	117.88852692	0.00001548	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27784802	0.00745731	0.73058015	117.94387054	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27790589	0.00553887	0.72446823	117.83280945	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27796377	0.00664688	0.71408910	118.18804932	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27802163	0.00692553	0.70868671	118.11855316	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27807951	0.00635023	0.71713400	117.92410278	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27813737	0.00743443	0.71715051	117.83300781	0.00000998	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27819524	0.00683357	0.69954306	116.75860596	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27825311	0.00870691	0.70073986	115.68707275	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27831098	0.00514836	0.70318693	116.34691620	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27836887	0.00680024	0.70598292	117.15745544	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27842674	0.00671292	0.71536028	117.92196655	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27848462	0.00666839	0.72342819	118.22009277	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27854248	0.00708203	0.71481115	118.09468842	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27860035	0.00615725	0.71674585	117.41439819	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27865822	0.00842265	0.71057492	117.34883118	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27871609	0.00607675	0.71576518	116.70396423	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27877396	0.00776719	0.70782506	116.86884308	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27883183	0.00861012	0.69391793	116.66548157	0.00001051	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27888971	0.00707334	0.70838237	117.83173370	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27894757	0.00663018	0.69721192	117.47985840	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27900545	0.00606575	0.68992466	117.58929443	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27906332	0.00773594	0.68402958	117.08896637	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27912120	0.00663057	0.68012792	117.20989990	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27917906	0.00695830	0.69575727	116.30822754	0.00002151	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27923693	0.00759362	0.68626165	116.40363312	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27929480	0.00697238	0.67122066	116.18595123	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27935268	0.00657775	0.66560441	117.20215607	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27941054	0.00690677	0.67631739	118.15174103	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27946841	0.00799454	0.67624146	118.40094757	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27952628	0.00589238	0.68486637	118.06101227	0.00003646	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27958418	0.00625932	0.70812553	118.21472931	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27964203	0.00603951	0.69741058	118.68384552	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27969990	0.00678404	0.71662670	118.70520020	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27975777	0.00712892	0.71671319	118.28535461	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27981564	0.00759512	0.71148372	118.28868866	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27987351	0.00726273	0.70271891	118.41188812	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27993140	0.00481484	0.71727806	118.10536194	0.00001842	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.27998926	0.00655032	0.71515429	118.45504761	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28004714	0.00604295	0.70372820	117.86506653	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28010501	0.00784309	0.67992550	116.64301300	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28016288	0.00611989	0.68458468	115.95905304	0.00002708	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28022075	0.00680723	0.71127492	116.15115356	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28027863	0.00815962	0.72372651	117.41645050	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28033649	0.00714911	0.71998811	117.72389984	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28039436	0.00864793	0.70320576	118.80638885	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28045223	0.00576455	0.70651335	119.22389984	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28051010	0.00770444	0.68745345	119.72648621	0.00002137	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28056798	0.00614234	0.68247354	120.47146606	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28062584	0.00830435	0.67367297	120.93667603	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28068371	0.00729531	0.67995828	121.36473846	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28074159	0.00493928	0.69468820	121.31345367	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28079947	0.00739268	0.69119757	121.35897064	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28085733	0.00585991	0.68889362	121.24819946	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28091520	0.00659921	0.70211887	121.85413361	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28097307	0.00604098	0.70202196	121.76971436	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28103094	0.00708817	0.69271982	121.68159485	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28108881	0.00777859	0.68852645	121.77116394	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28114668	0.00733630	0.68237752	122.12142944	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28120455	0.00607443	0.69005495	121.05233002	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28126242	0.00660478	0.68647778	121.19176483	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28132029	0.00857724	0.68433726	120.78498077	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28137818	0.00519679	0.67660582	120.28639221	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28143605	0.00462908	0.67080140	119.44507599	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28149392	0.00630679	0.67219651	118.05914307	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28155179	0.00701076	0.68213844	117.10528564	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28160966	0.00596625	0.68458539	117.51371002	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28166753	0.00670874	0.70388585	118.67123413	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28172540	0.00742129	0.71200144	119.28713989	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28178327	0.00587138	0.69256759	119.29808807	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28184114	0.00750757	0.68367517	119.39938354	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28189901	0.00537697	0.68845642	119.73547363	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28195688	0.00655823	0.68661892	120.22705078	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28201476	0.00564038	0.67785180	120.79311371	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28207263	0.00572759	0.69816649	120.13313293	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28213050	0.00569426	0.69348896	120.21187592	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28218837	0.00600000	0.68669379	120.18412018	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28224625	0.00761340	0.68064845	120.51860046	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28230412	0.00730249	0.69370127	119.73184967	0.00002354	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28236199	0.00718934	0.70557302	119.39122772	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28241985	0.00548664	0.71127707	118.61235046	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28247773	0.00663946	0.70713460	118.11360168	0.00000461	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28253559	0.00618208	0.68949538	118.94295502	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28259346	0.00599117	0.69008034	119.34629059	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28265134	0.00772787	0.67947477	118.62460327	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28270921	0.00778348	0.68202645	118.62488556	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28276708	0.00894528	0.70175660	118.49884033	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28282495	0.00508344	0.68845409	119.24460602	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28288282	0.00795348	0.68392825	119.58024597	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28294070	0.00750547	0.69121510	119.70066071	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28299857	0.00736025	0.68892342	120.16807556	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28305643	0.00654219	0.68033701	120.79365540	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28311430	0.00596674	0.69430506	120.50083923	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28317219	0.00968608	0.69223946	120.33969879	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28323006	0.00656502	0.68789238	120.57432556	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28328794	0.00735212	0.67438096	119.99641418	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28334580	0.00749199	0.68401194	120.40544891	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28340367	0.00623291	0.67572975	119.86766052	0.00006890	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28346154	0.00596723	0.67461509	119.89379883	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28351942	0.00686496	0.66657794	118.96437073	0.00000294	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28357728	0.00758205	0.66927052	118.23781586	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28363515	0.00747184	0.67200953	118.13023376	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28369303	0.00631377	0.67935908	119.01358032	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.28375089	0.00673815	0.69335675	119.29355621	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
