Day fraction since midnight on 10/27/2019	Pressure Sensor (volts)	Influent Turbidity (NTU)	Effluent Turbidity (NTU)	PumpControl(Clay) ()	PAC Flow Rate (mL/s)	CoagMass ()	drain control ()	coagulant pump ()	clay pump ()	waste pump ()
0.17414312	0.00697209	0.70608634	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17420100	0.00677908	0.71332836	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17425887	0.00682155	0.70584399	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17431674	0.00675696	0.70020872	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17437461	0.00760427	0.71099979	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17443248	0.00784407	0.72165555	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17449035	0.00622767	0.71543872	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17454822	0.00724515	0.71658659	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17460608	0.00661789	0.72433203	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17466395	0.00823080	0.71392864	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17472182	0.00683042	0.69710827	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17477971	0.00786048	0.70337141	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17483758	0.00744990	0.69983900	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17489544	0.00736061	0.68871218	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17495331	0.00763101	0.68434364	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17501118	0.00803153	0.68542129	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17506905	0.00704519	0.69244581	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17512692	0.00798407	0.69159096	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17518479	0.00653102	0.70784688	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17524266	0.00732219	0.71200812	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17530053	0.00687284	0.73610997	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17535840	0.00748128	0.72481561	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17541628	0.00671496	0.71447861	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17547415	0.00669054	0.71161544	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17553202	0.00649331	0.69551826	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17558989	0.00756874	0.69056952	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17564776	0.00735239	0.69652486	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17570563	0.00659494	0.72263807	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17576350	0.00752760	0.71758163	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17582137	0.00710661	0.69660187	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17587924	0.00706424	0.69860327	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17593711	0.00657361	0.69185090	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17599498	0.00740590	0.69602060	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17605286	0.00632489	0.69725817	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17611073	0.00767156	0.70024335	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17616860	0.00652648	0.69383019	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17622647	0.00674302	0.68744975	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17628434	0.00728576	0.67810857	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17634221	0.00681079	0.68029594	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17640008	0.00722158	0.68702954	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17645795	0.00631903	0.70155817	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17651582	0.00762027	0.70234948	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17657369	0.00677483	0.70844251	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17663157	0.00685676	0.69901729	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17668944	0.00749252	0.69234252	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17674731	0.00686583	0.68620789	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17680518	0.00761238	0.69596165	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17686305	0.00659229	0.69083881	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17692093	0.00725802	0.68817890	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17697879	0.00738759	0.70625192	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17703666	0.00713871	0.71003771	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17709453	0.00761583	0.69735938	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17715241	0.00616706	0.69562638	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17721027	0.00748304	0.70314282	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17726815	0.00613313	0.69723058	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17732602	0.00769748	0.69746071	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17738389	0.00748649	0.70370740	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17744176	0.00773981	0.69676507	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17749963	0.00716635	0.69854945	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17755750	0.00677165	0.69401467	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17761537	0.00712586	0.68312806	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17767325	0.00725244	0.68768972	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17773112	0.00904117	0.68710315	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17778898	0.00856078	0.68688172	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17784686	0.00812072	0.69540304	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17790473	0.00529431	0.70744950	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17796260	0.00745333	0.71151710	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17802048	0.00663677	0.70427501	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17807834	0.00689200	0.70015126	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17813620	0.00685824	0.67709124	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17819407	0.00740640	0.67400986	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17825194	0.00795103	0.68418843	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17830981	0.00612461	0.67898089	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17836768	0.00739008	0.68296051	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17842555	0.00661163	0.69623852	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17848343	0.00813187	0.70059270	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17854130	0.00666695	0.68410772	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17859917	0.00703856	0.68228221	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17865704	0.00695003	0.66830260	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17871491	0.00742356	0.66943645	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17877279	0.00756485	0.66859323	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17883065	0.00674658	0.68773371	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17888852	0.00701610	0.67992967	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17894639	0.00701897	0.69300199	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17900426	0.00711589	0.69210458	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17906214	0.00701391	0.68854171	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17912001	0.00828734	0.68963957	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17917788	0.00655729	0.69725811	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17923575	0.00728006	0.70011586	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17929362	0.00723108	0.70898330	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17935149	0.00724519	0.71834654	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17940936	0.00611676	0.69495320	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17946724	0.00738453	0.69537389	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17952510	0.00736932	0.69332898	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17958297	0.00751762	0.69110471	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17964084	0.00703176	0.70025671	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17969872	0.00752172	0.70693600	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17975659	0.00650976	0.72008580	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17981446	0.00698973	0.70527583	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17987233	0.00587997	0.70864475	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17993020	0.00834659	0.70145988	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.17998807	0.00673383	0.70088273	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18004594	0.00717710	0.68440861	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18010381	0.00702383	0.67831469	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18016168	0.00693547	0.66544914	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18021955	0.00663515	0.66994470	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18027743	0.00690985	0.66103649	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18033530	0.00740962	0.67338163	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18039317	0.00755242	0.67068100	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18045105	0.00650301	0.66551846	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18050891	0.00685719	0.65429837	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18056678	0.00758099	0.66269535	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18062465	0.00726188	0.67245871	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18068252	0.00646718	0.68485868	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18074039	0.00643275	0.68415087	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18079826	0.00685972	0.68211770	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18085613	0.00772020	0.68850255	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18091401	0.00733186	0.67200571	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18097188	0.00754800	0.68110907	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18102975	0.00716290	0.69525498	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18108762	0.00607960	0.69966495	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18114549	0.00715761	0.69236332	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18120336	0.00737168	0.68111312	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18126122	0.00658436	0.67986095	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18131909	0.00671591	0.67237502	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18137696	0.00707108	0.69015956	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18143483	0.00721971	0.69644773	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18149273	0.00691444	0.69064415	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18155058	0.00720534	0.68483227	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18160845	0.00688264	0.68656403	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18166632	0.00677251	0.67366391	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18172421	0.00712315	0.68715394	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18178206	0.00699371	0.69789833	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18183993	0.00714401	0.70463574	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18189780	0.00666148	0.71000481	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18195567	0.00756350	0.70893234	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18201354	0.00710205	0.71374965	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18207143	0.00711969	0.72357136	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18212929	0.00687332	0.73046684	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18218716	0.00721556	0.72107387	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18224503	0.00729765	0.70830262	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18230290	0.00658733	0.70099342	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18236077	0.00670621	0.69688529	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18241864	0.00717441	0.70220071	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18247651	0.00827626	0.70881772	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18253438	0.00609649	0.70430285	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18259225	0.00715125	0.72611618	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18265012	0.00621314	0.73618627	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18270800	0.00782791	0.71349221	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18276587	0.00716729	0.70481241	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18282374	0.00709497	0.70992154	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18288161	0.00695468	0.72082776	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18293948	0.00753545	0.73857450	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18299735	0.00760615	0.74283731	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18305523	0.00643108	0.75106996	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18311309	0.00737030	0.72599822	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18317096	0.00763024	0.71138006	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18322883	0.00721349	0.72275996	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18328671	0.00653254	0.72222382	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18334458	0.00726900	0.71832269	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18340245	0.00738483	0.74558496	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18346032	0.00750326	0.73620182	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18351820	0.00672730	0.73598099	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18357606	0.00730515	0.73694807	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18363393	0.00717942	0.72854239	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18369180	0.00764628	0.72437966	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18374967	0.00761059	0.71847725	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18380754	0.00783040	0.71547979	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18386541	0.00713224	0.72669864	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18392329	0.00773661	0.72634012	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18398116	0.00772406	0.73376590	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18403903	0.00650881	0.73632270	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18409690	0.00734685	0.73241377	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18415477	0.00732317	0.73498511	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18421263	0.00766911	0.72876102	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18427050	0.00698694	0.73421752	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18432837	0.00689298	0.72999704	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18438624	0.00769812	0.71622914	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18444412	0.00651115	0.72427064	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18450199	0.00753957	0.73634362	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18455986	0.00697698	0.73887330	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18461773	0.00773110	0.75174832	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18467560	0.00701524	0.75080281	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18473347	0.00728473	0.76123774	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18479134	0.00657975	0.75980991	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18484921	0.00737632	0.74552298	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18490708	0.00804626	0.72105265	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18496495	0.00760143	0.71535283	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18502282	0.00850507	0.71665877	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18508069	0.00859949	0.71434605	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18513857	0.00598902	0.71031576	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
0.18519644	0.00627307	0.72133774	1100.00000000	0.00000000	0.00363188	-999999.00000000	0.00000000	1955.05617978	40.00000000	-2718.59154930
