Day fraction since midnight on 11/23/2019	Influent Turbidity (NTU)	Effluent Turbidity (NTU)	PAC Flow Rate (mL/s)	drain control ()	coagulant pump ()	clay pump ()	clay flow rate (mL/s)	waste pump ()
0.60905995	2.73113990	2.58236289	0.00363188	0.00000000	0.00000000	0.00000000	0.00164535	0.00000000
0.60908279	2.73113990	2.58236289	0.00363188	0.00000000	0.00000000	0.00000000	0.00164535	0.00000000
0.60908311	2.73113990	2.58236289	0.00363188	0.00000000	0.00000000	0.00000000	0.00221161	0.00000000
0.60909470	2.72568536	2.58236289	0.00363188	0.00000000	0.00000000	0.00000000	0.00227390	0.00000000
0.60910627	2.72347593	2.58236289	0.00363188	0.00000000	0.00000000	0.00000000	0.00232925	0.00000000
0.60911786	2.72144318	2.54046154	0.00363188	0.00000000	43.17977528	7.85383208	0.00238305	42.25352113
0.60912943	2.72004151	2.54046154	0.00363188	0.00000000	43.17977528	8.15113095	0.00246521	42.25352113
0.60914101	2.71897459	2.54046154	0.00363188	0.00000000	43.17977528	8.33686003	0.00250995	42.25352113
0.60915260	2.71791244	2.53440046	0.00363188	0.00000000	43.17977528	8.54441516	0.00257182	42.25352113
0.60916417	2.71694136	2.50475502	0.00363188	0.00000000	43.17977528	8.74836234	0.00263317	42.25352113
0.60917576	2.71585917	2.50287294	0.00363188	0.00000000	43.17977528	8.89530495	0.00269481	42.25352113
0.60918734	2.71585917	2.50287294	0.00363188	0.00000000	43.17977528	9.12946754	0.00274750	42.25352113
0.60919892	2.71482539	2.56463289	0.00363188	0.00000000	43.17977528	9.33341876	0.00280869	42.25352113
0.60921050	2.71397042	2.62725306	0.00363188	0.00000000	43.17977528	9.50695760	0.00286121	42.25352113
0.60922208	2.71333003	2.63386822	0.00363188	0.00000000	43.17977528	9.71373264	0.00292324	42.25352113
0.60923366	2.71270370	2.61411500	0.00363188	0.00000000	43.17977528	9.80208610	0.00296686	42.25352113
0.60924525	2.71220660	2.62568092	0.00363188	0.00000000	43.17977528	10.09345354	0.00303670	42.25352113
0.60925682	2.71177793	2.68211102	0.00363188	0.00000000	43.17977528	10.21201934	0.00308938	42.25352113
0.60926841	2.71079373	2.71954918	0.00363188	0.00000000	43.17977528	10.41669255	0.00315102	42.25352113
0.60927999	2.71044970	2.76417708	0.00363188	0.00000000	43.17977528	10.59157732	0.00318659	42.25352113
0.60929157	2.71045804	2.83603096	0.00363188	0.00000000	43.17977528	10.80384727	0.00325027	42.25352113
0.60930315	2.71047950	2.95886326	0.00363188	0.00000000	43.17977528	11.00545051	0.00331076	42.25352113
0.60931472	2.71062851	3.01279521	0.00363188	0.00000000	43.17977528	11.21617315	0.00337346	42.25352113
0.60932631	2.71101713	3.05891418	0.00363188	0.00000000	43.17977528	11.42061565	0.00343485	42.25352113
0.60933791	2.71101713	3.05891418	0.00363188	0.00000000	43.17977528	11.59463777	0.00348780	42.25352113
0.60934947	2.71275020	3.10577106	0.00363188	0.00000000	43.17977528	11.79914874	0.00354887	42.25352113
0.60936105	2.72511244	3.16801023	0.00363188	0.00000000	43.17977528	11.85843130	0.00358376	42.25352113
0.60937263	2.76267982	3.20795321	0.00363188	0.00000000	43.17977528	12.17630713	0.00366155	42.25352113
0.60938421	2.82908821	3.23696303	0.00363188	0.00000000	43.17977528	12.34544555	0.00371274	42.25352113
0.60939580	2.96981430	3.32351828	0.00363188	0.00000000	43.17977528	12.53998234	0.00377109	42.25352113
0.60940737	3.30838680	3.37518573	0.00363188	0.00000000	43.17977528	12.65899254	0.00381551	42.25352113
0.60941896	3.30838680	3.41379881	0.00363188	0.00000000	43.17977528	12.83637851	0.00387629	42.25352113
0.60943054	5.63498306	3.45720744	0.00363188	0.00000000	43.17977528	13.00633912	0.00391097	42.25352113
0.60944212	6.36187267	3.56253195	0.00363188	0.00000000	43.17977528	13.03579748	0.00391914	42.25352113
0.60945370	6.93437052	4.11637592	0.00363188	0.00000000	43.17977528	13.18025776	0.00396286	42.25352113
0.60946528	7.45262289	4.37932110	0.00363188	0.00000000	43.17977528	13.33332948	0.00400829	42.25352113
0.60947686	7.98446369	5.13535166	0.00363188	0.00000000	43.17977528	13.48806665	0.00405531	42.25352113
0.60948845	7.98446369	5.64004612	0.00363188	0.00000000	43.17977528	13.63781460	0.00410019	42.25352113
0.60950002	8.77886486	6.17522001	0.00363188	0.00000000	43.17977528	13.83190412	0.00415777	42.25352113
0.60951161	8.77886486	6.17522001	0.00363188	0.00000000	43.17977528	13.93413765	0.00418815	42.25352113
0.60952319	9.16505241	6.58359671	0.00363188	0.00000000	43.17977528	14.09362296	0.00423666	42.25352113
0.60953476	9.46779156	6.95968962	0.00363188	0.00000000	43.17977528	14.23266757	0.00427829	42.25352113
0.60954635	9.74101543	7.36130524	0.00363188	0.00000000	43.17977528	14.31612469	0.00431205	42.25352113
0.60955792	10.02079582	7.62710953	0.00363188	0.00000000	43.17977528	14.54206065	0.00437084	42.25352113
0.60956951	10.02079582	7.96577454	0.00363188	0.00000000	43.17977528	14.72921882	0.00442720	42.25352113
0.60958109	10.43801022	8.24856091	0.00363188	0.00000000	43.17977528	14.88630872	0.00447387	42.25352113
0.60959267	10.61665726	8.24856091	0.00363188	0.00000000	43.17977528	14.96747206	0.00449801	42.25352113
0.60960425	10.79964638	8.82758808	0.00363188	0.00000000	43.17977528	15.16541451	0.00456530	42.25352113
0.60961583	10.94313240	9.25035286	0.00363188	0.00000000	43.17977528	15.33997440	0.00461786	42.25352113
0.60962742	10.94313240	9.63160610	0.00363188	0.00000000	43.17977528	15.47442538	0.00465840	42.25352113
0.60963900	304.74755859	9.97519016	0.00363188	0.00000000	43.17977528	15.66714433	0.00000000	42.25352113
0.60965057	304.45111084	10.28461742	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.60966216	304.48156738	10.56314278	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.60967374	304.46423340	10.56314278	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.60968532	303.69497681	10.81362724	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.60969690	301.02099609	1100.00000000	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.60970847	301.02099609	160.86315918	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.60972006	297.93963623	159.47744751	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.60973165	294.11904907	157.39115906	0.00363188	0.00000000	43.17977528	0.03575595	0.00000000	42.25352113
0.60974322	288.84149170	157.39115906	0.00363188	0.00000000	43.17977528	0.20393896	0.00004481	42.25352113
0.60975480	288.84149170	152.59463501	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.60976639	277.38055420	149.68827820	0.00363188	0.00000000	43.17977528	0.72456685	0.00020064	42.25352113
0.60977796	271.77819824	149.68827820	0.00363188	0.00000000	43.17977528	0.55931695	0.00015117	42.25352113
0.60978955	265.61157227	144.94297791	0.00363188	0.00000000	43.17977528	1.05773228	0.00027220	42.25352113
0.60980112	258.84963989	142.30909729	0.00363188	0.00000000	43.17977528	1.11674213	0.00032050	42.25352113
0.60981271	252.58879089	142.30909729	0.00363188	0.00000000	43.17977528	0.32334301	0.00008270	42.25352113
0.60982429	248.08995056	139.64320374	0.00363188	0.00000000	43.17977528	0.38439337	0.00010135	42.25352113
0.60983587	244.95420837	134.88201904	0.00363188	0.00000000	43.17977528	0.30325659	0.00007773	42.25352113
0.60984745	234.58976746	132.69120789	0.00363188	0.00000000	43.17977528	0.17076345	0.00002532	42.25352113
0.60985905	227.03271484	130.01971436	0.00363188	0.00000000	43.17977528	0.57166329	0.00031731	42.25352113
0.60987061	219.33149719	127.72439575	0.00363188	0.00000000	43.17977528	0.93638728	0.00025888	42.25352113
0.60988220	210.94874573	125.51402283	0.00363188	0.00000000	43.17977528	1.25451025	0.00035559	42.25352113
0.60989377	210.94874573	123.66945648	0.00363188	0.00000000	43.17977528	1.64249023	0.00047350	42.25352113
0.60990536	258.84963989	142.30909729	0.00363188	0.00000000	43.17977528	1.11674213	0.00032050	42.25352113
0.60991694	210.94874573	120.60930634	0.00363188	0.00000000	43.17977528	0.00000000	0.00104094	42.25352113
0.60992851	188.21527100	119.29813385	0.00363188	0.00000000	43.17977528	1.60658595	0.00047371	42.25352113
0.60994010	181.95555115	117.76710510	0.00363188	0.00000000	43.17977528	1.50045513	0.00056820	42.25352113
0.60995167	177.71932983	116.41365051	0.00363188	0.00000000	43.17977528	1.79411063	0.00061240	42.25352113
0.60996326	170.08000183	115.35862732	0.00363188	0.00000000	43.17977528	1.97076501	0.00058431	42.25352113
0.60997484	164.19303894	114.07333374	0.00363188	0.00000000	43.17977528	2.41218349	0.00070456	42.25352113
0.60998643	159.40420532	113.12300873	0.00363188	0.00000000	43.17977528	2.66899496	0.00079498	42.25352113
0.60999800	155.48754883	112.66130829	0.00363188	0.00000000	43.17977528	2.90018354	0.00086476	42.25352113
0.61000959	155.48754883	112.66130829	0.00363188	0.00000000	43.17977528	3.09222230	0.00092272	42.25352113
0.61002116	150.99090576	110.86534882	0.00363188	0.00000000	43.17977528	3.33552880	0.00099588	42.25352113
0.61003275	146.59590149	110.20706177	0.00363188	0.00000000	43.17977528	3.28175100	0.00106600	42.25352113
0.61004432	143.67172241	109.57184601	0.00363188	0.00000000	43.17977528	3.68991331	0.00110288	42.25352113
0.61005591	143.71762085	108.52482605	0.00363188	0.00000000	43.17977528	3.59424797	0.00107438	42.25352113
0.61006749	143.64773560	107.55513763	0.00363188	0.00000000	43.17977528	3.50926989	0.00104869	42.25352113
0.61007907	143.18962097	106.86063385	0.00363188	0.00000000	43.17977528	3.45675782	0.00103594	42.25352113
0.61009065	143.18962097	106.24420929	0.00363188	0.00000000	43.17977528	3.40040608	0.00100828	42.25352113
0.61010224	139.46279907	105.46572876	0.00363188	0.00000000	43.17977528	3.32313945	0.00099259	42.25352113
0.61011381	139.19580078	105.22209930	0.00363188	0.00000000	43.17977528	3.51131211	0.00104988	42.25352113
0.61012539	138.42886353	104.80243683	0.00363188	0.00000000	43.17977528	3.45022440	0.00103158	42.25352113
0.61013697	137.65177917	104.31407928	0.00363188	0.00000000	43.17977528	3.42581978	0.00102432	42.25352113
0.61014855	139.81031799	103.77848816	0.00363188	0.00000000	43.17977528	3.40491622	0.00101812	42.25352113
0.61016014	139.81031799	103.77848816	0.00363188	0.00000000	43.17977528	3.19886733	0.00094919	42.25352113
0.61017171	140.53625488	103.46706390	0.00363188	0.00000000	43.17977528	3.03565868	0.00090680	42.25352113
0.61018330	139.73651123	103.64015198	0.00363188	0.00000000	43.17977528	3.01120507	0.00089982	42.25352113
0.61019487	138.56184387	103.26627350	0.00363188	0.00000000	43.17977528	3.03001009	0.00090557	42.25352113
0.61020646	137.30381775	102.71098328	0.00363188	0.00000000	43.17977528	3.05675338	0.00091021	42.25352113
0.61021804	210.94874573	120.60930634	0.00363188	0.00000000	43.17977528	0.00000000	0.00104094	42.25352113
0.61022963	138.38522339	102.58287811	0.00363188	0.00000000	43.17977528	5.53869109	0.00000000	42.25352113
0.61024120	142.34153748	102.43029022	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61025279	148.36727905	102.91255951	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61026436	150.94854736	103.22767639	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61027595	154.47720337	103.81242371	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61028752	159.83999634	104.90084076	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61029910	159.83999634	104.90084076	0.00363188	0.00000000	43.17977528	1.71162776	0.00000000	42.25352113
0.61031069	163.86006165	106.25341797	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61032226	170.93438721	106.25341797	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61033386	172.22167969	107.91625977	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61034543	172.88832092	109.70998383	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61035701	175.13252258	110.94785309	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61036859	176.52517700	112.71819305	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61038017	178.69596863	114.31714630	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61039175	186.44995117	116.67205048	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61040334	191.40133667	117.76151276	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61041491	195.73655701	118.33918762	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61042650	195.01721191	119.56993866	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61043807	194.39598083	120.16190338	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61044966	192.85342407	120.82311249	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61046124	192.85342407	121.45726776	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61047282	192.69279480	122.49925232	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61048440	192.69279480	122.49925232	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61049600	190.75601196	123.45684052	0.00363188	0.00000000	43.17977528	0.02912259	0.00000081	42.25352113
0.61050756	190.75601196	125.66222382	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	42.25352113
0.61051914	187.80693054	127.99552155	0.00363188	0.00000000	43.17977528	0.13023438	0.00003125	42.25352113
0.61053072	187.80693054	129.45442200	0.00363188	0.00000000	43.17977528	0.02459483	0.00000000	42.25352113
0.61054230	182.12875366	130.39634705	0.00363188	0.00000000	43.17977528	0.36773776	0.00010262	42.25352113
0.61055389	174.49333191	132.17668152	0.00363188	0.00000000	43.17977528	0.26700481	0.00007279	42.25352113
0.61056546	169.85296631	133.70710754	0.00363188	0.00000000	43.17977528	0.69702109	0.00019601	42.25352113
0.61057705	165.45635986	134.28709412	0.00363188	0.00000000	43.17977528	0.86635549	0.00025352	42.25352113
0.61058863	160.91133118	135.08534241	0.00363188	0.00000000	43.17977528	1.05425864	0.00031045	42.25352113
0.61060021	160.91133118	135.92198181	0.00363188	0.00000000	43.17977528	1.26250132	0.00037333	42.25352113
0.61061179	154.93704224	137.03436279	0.00363188	0.00000000	43.17977528	1.13628068	0.00033546	42.25352113
0.61062337	154.93704224	137.03436279	0.00363188	0.00000000	43.17977528	1.48204140	0.00043933	42.25352113
0.61063495	152.14611816	137.03436279	0.00363188	0.00000000	43.17977528	1.00991378	0.00046592	-42.25352113
0.61064654	148.01542664	142.57157898	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61065811	148.01542664	144.48513794	0.00363188	0.00000000	43.17977528	0.21729400	0.00006069	-42.25352113
0.61066970	140.32539368	145.89115906	0.00363188	0.00000000	43.17977528	0.11667092	0.00003073	-42.25352113
0.61068129	135.36520386	146.96690369	0.00363188	0.00000000	43.17977528	0.60432250	0.00017771	-42.25352113
0.61069285	135.36520386	146.96690369	0.00363188	0.00000000	43.17977528	0.92154684	0.00027315	-42.25352113
0.61070444	129.80718994	148.06567383	0.00363188	0.00000000	43.17977528	1.55305260	0.00000000	-42.25352113
0.61071601	129.80718994	148.90348816	0.00363188	0.00000000	43.17977528	1.62331952	0.00048427	-42.25352113
0.61072760	117.01978302	148.90348816	0.00363188	0.00000000	43.17977528	1.59648213	0.00065098	-42.25352113
0.61073918	112.45192719	150.13136292	0.00363188	0.00000000	43.17977528	2.49545266	0.00074555	-42.25352113
0.61075076	112.45192719	150.97671509	0.00363188	0.00000000	43.17977528	2.81520962	0.00084234	-42.25352113
0.61076234	107.85978699	151.81196594	0.00363188	0.00000000	43.17977528	3.13174532	0.00093882	-42.25352113
0.61077392	103.32067108	152.49403381	0.00363188	0.00000000	43.17977528	3.46313790	0.00103834	-42.25352113
0.61078550	99.08171082	153.26022339	0.00363188	0.00000000	43.17977528	3.77663435	0.00113316	-42.25352113
0.61079709	95.91428375	153.89768982	0.00363188	0.00000000	43.17977528	4.01673542	0.00120538	-42.25352113
0.61080866	94.69756317	154.15419006	0.00363188	0.00000000	43.17977528	4.11678519	0.00123551	-42.25352113
0.61082025	92.32439423	154.07852173	0.00363188	0.00000000	43.17977528	4.30646510	0.00129261	-42.25352113
0.61083183	88.96155548	154.48426819	0.00363188	0.00000000	43.17977528	4.57556674	0.00137363	-42.25352113
0.61084341	85.09362030	154.88018799	0.00363188	0.00000000	43.17977528	4.88968405	0.00146823	-42.25352113
0.61085499	80.44212341	154.88018799	0.00363188	0.00000000	43.17977528	4.91183915	0.00158128	-42.25352113
0.61086656	77.90637970	154.74879456	0.00363188	0.00000000	43.17977528	5.30011586	0.00165143	-42.25352113
0.61087815	75.76131439	154.55921936	0.00363188	0.00000000	43.17977528	5.53088255	0.00166123	-42.25352113
0.61088974	74.13599396	154.10937500	0.00363188	0.00000000	43.17977528	5.74141807	0.00172454	-42.25352113
0.61090132	72.63662720	153.45289612	0.00363188	0.00000000	43.17977528	5.91595708	0.00177709	-42.25352113
0.61091289	71.33161926	151.10368347	0.00363188	0.00000000	43.17977528	6.08464943	0.00182777	-42.25352113
0.61092448	71.33161926	150.54814148	0.00363188	0.00000000	43.17977528	6.22389604	0.00187228	-42.25352113
0.61093605	70.01946259	149.86460876	0.00363188	0.00000000	43.17977528	6.38268326	0.00192015	-42.25352113
0.61094764	68.87216187	148.94412231	0.00363188	0.00000000	43.17977528	6.53260120	0.00196525	-42.25352113
0.61095921	67.86212921	148.30334473	0.00363188	0.00000000	43.17977528	6.66539053	0.00200271	-42.25352113
0.61097080	66.29104614	147.91098022	0.00363188	0.00000000	43.17977528	6.85151019	0.00205861	-42.25352113
0.61098238	64.79480743	147.06134033	0.00363188	0.00000000	43.17977528	7.03501747	0.00211366	-42.25352113
0.61099396	63.56297302	146.07406616	0.00363188	0.00000000	43.17977528	7.20156261	0.00216371	-42.25352113
0.61100554	60.95746231	146.07406616	0.00363188	0.00000000	43.17977528	7.25571833	0.00224206	-42.25352113
0.61101712	59.39952850	145.58383179	0.00363188	0.00000000	43.17977528	7.52081564	0.00225972	-42.25352113
0.61102871	58.08225250	145.18450928	0.00363188	0.00000000	43.17977528	7.72242366	0.00232034	-42.25352113
0.61104029	57.37578201	144.72756958	0.00363188	0.00000000	43.17977528	7.90697183	0.00237582	-42.25352113
0.61105186	56.79041672	144.87765503	0.00363188	0.00000000	43.17977528	8.04811347	0.00241823	-42.25352113
0.61106345	57.80148697	144.47163391	0.00363188	0.00000000	43.17977528	8.18154506	0.00245862	-42.25352113
0.61107504	57.80148697	144.21617126	0.00363188	0.00000000	43.17977528	8.18315479	0.00245890	-42.25352113
0.61108660	62.02625656	144.40516663	0.00363188	0.00000000	43.17977528	7.95005946	0.00238840	-42.25352113
0.61109819	65.96780396	144.94206238	0.00363188	0.00000000	43.17977528	7.69895909	0.00231569	-42.25352113
0.61110976	72.04946136	145.23982239	0.00363188	0.00000000	43.17977528	7.31205895	0.00219853	-42.25352113
0.61112135	78.63174438	145.38276672	0.00363188	0.00000000	43.17977528	6.88119718	0.00206636	-42.25352113
0.61113293	85.39389038	145.62713623	0.00363188	0.00000000	43.17977528	6.41462137	0.00192576	-42.25352113
0.61114451	91.67649841	145.62713623	0.00363188	0.00000000	43.17977528	5.96778071	0.00179110	-42.25352113
0.61115609	96.55750275	145.67926025	0.00363188	0.00000000	43.17977528	5.98021682	0.00168581	-42.25352113
0.61116768	102.88189697	146.12615967	0.00363188	0.00000000	43.17977528	5.62344184	0.00154481	-42.25352113
0.61117925	102.88189697	146.88540649	0.00363188	0.00000000	43.17977528	5.14679365	0.00154378	-42.25352113
0.61119084	115.18580627	147.06640625	0.00363188	0.00000000	43.17977528	5.14087243	0.00154201	-42.25352113
0.61120241	118.28496552	146.66078186	0.00363188	0.00000000	43.17977528	4.19543331	0.00125728	-42.25352113
0.61121400	122.68448639	146.18705750	0.00363188	0.00000000	43.17977528	3.93239385	0.00117650	-42.25352113
0.61122558	126.54930878	146.06707764	0.00363188	0.00000000	43.17977528	3.55996969	0.00106399	-42.25352113
0.61123716	126.54930878	146.11824036	0.00363188	0.00000000	43.17977528	3.21016677	0.00096069	-42.25352113
0.61124874	133.49293518	146.21423340	0.00363188	0.00000000	43.17977528	3.15577347	0.00094437	-42.25352113
0.61126031	133.49293518	146.21423340	0.00363188	0.00000000	43.17977528	2.57991971	0.00077099	-42.25352113
0.61127190	139.63485718	146.06362915	0.00363188	0.00000000	43.17977528	2.04322807	0.00060916	-42.25352113
0.61128349	143.94302368	145.74316406	0.00363188	0.00000000	43.17977528	1.65814421	0.00048969	-42.25352113
0.61129506	147.61981201	145.85754395	0.00363188	0.00000000	43.17977528	1.27453671	0.00037790	-42.25352113
0.61130664	151.87788391	145.65078735	0.00363188	0.00000000	43.17977528	0.86568465	0.00025509	-42.25352113
0.61131823	151.87788391	146.30706787	0.00363188	0.00000000	43.17977528	0.75625798	0.00022223	-42.25352113
0.61132980	164.04621887	146.90562439	0.00363188	0.00000000	43.17977528	0.69374295	0.00000000	-42.25352113
0.61134139	170.83982849	146.72674561	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61135296	176.25906372	146.57031250	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61136455	182.08636475	145.11589050	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61137613	188.43394470	145.16220093	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61138771	194.16374207	145.33642578	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61139929	206.15646362	145.46279907	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61141088	211.17178345	146.00823975	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61142245	215.99908447	146.80191040	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61143404	221.59147644	146.94482422	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61144561	225.56637573	147.06141663	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61145720	228.64096069	146.97564697	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61146878	231.84004211	146.72795105	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61148035	234.47842407	146.60284424	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61149194	235.78164673	147.03082275	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61150354	235.71829224	146.95559692	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61151510	235.42890930	146.97024536	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61152668	235.32046509	146.44575500	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61153826	235.13098145	146.50273132	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61154984	235.13098145	146.78684998	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61156143	234.69062805	146.32351685	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61157300	233.83013916	145.80183411	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61158460	232.71188354	145.49345398	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61159616	232.71188354	145.49345398	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61160775	230.80900574	145.32272339	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61161934	229.12136841	145.28250122	0.00363188	0.00000000	43.17977528	0.00000000	0.00000000	-42.25352113
0.61163091	226.16564941	145.24017334	0.00363188	0.00000000	43.17977528	0.03353004	0.00000000	-42.25352113
0.61164249	222.28115845	145.30183411	0.00363188	0.00000000	43.17977528	0.14513027	0.00003208	-42.25352113
0.61165408	217.86116028	145.04231262	0.00363188	0.00000000	43.17977528	0.22100892	0.00005518	-42.25352113
0.61166565	213.10029602	144.39306641	0.00363188	0.00000000	43.17977528	0.36542575	0.00009929	-42.25352113
0.61167724	208.01258850	143.59475708	0.00363188	0.00000000	43.17977528	0.51046972	0.00014276	-42.25352113
0.61168881	203.84506226	143.08970642	0.00363188	0.00000000	43.17977528	0.41005462	0.00011289	-42.25352113
0.61170039	198.29710388	143.08970642	0.00363188	0.00000000	43.17977528	0.50042570	0.00014039	-42.25352113
0.61171198	193.36677551	143.05038452	0.00363188	0.00000000	43.17977528	1.03850227	0.00029487	-42.25352113
0.61172355	188.71611023	142.85275269	0.00363188	0.00000000	43.17977528	1.22002576	0.00035769	-42.25352113
0.61173514	183.27551270	141.94984436	0.00363188	0.00000000	43.17977528	1.44100167	0.00042508	-42.25352113
0.61174672	178.55122375	141.94984436	0.00363188	0.00000000	43.17977528	1.31739319	0.00048653	-42.25352113
0.61175830	175.01084900	141.36610413	0.00363188	0.00000000	43.17977528	1.72376929	0.00051045	-42.25352113
0.61176988	169.22080994	141.14997864	0.00363188	0.00000000	43.17977528	1.63469652	0.00047700	-42.25352113
0.61178146	165.10438538	140.64273071	0.00363188	0.00000000	43.17977528	1.89474473	0.00056193	-42.25352113
0.61179304	161.74729919	139.35052490	0.00363188	0.00000000	43.17977528	2.06400808	0.00061340	-42.25352113
0.61180463	161.74729919	138.10571289	0.00363188	0.00000000	43.17977528	2.20087862	0.00065411	-42.25352113
0.61181620	161.74729919	136.58038330	0.00363188	0.00000000	43.17977528	2.07147847	0.00061594	-42.25352113
0.61182779	157.05461121	135.77267456	0.00363188	0.00000000	43.17977528	2.31449152	0.00068432	-42.25352113
0.61183936	154.42050171	134.55642700	0.00363188	0.00000000	43.17977528	2.39464929	0.00071329	-42.25352113
0.61185095	151.88328552	133.35981750	0.00363188	0.00000000	43.17977528	2.47075903	0.00073661	-42.25352113
0.61186253	151.88328552	132.32225037	0.00363188	0.00000000	43.17977528	2.40752815	0.00070897	-42.25352113
0.61187410	147.05265808	131.41384888	0.00363188	0.00000000	43.17977528	2.30163669	0.00078573	-42.25352113
0.61188569	145.20654297	130.63934326	0.00363188	0.00000000	43.17977528	2.56240437	0.00079815	-42.25352113
0.61189727	140.39930725	129.70874023	0.00363188	0.00000000	43.17977528	2.61988669	0.00078173	-42.25352113
0.61190885	140.39930725	127.76814270	0.00363188	0.00000000	43.17977528	2.89282571	0.00086425	-42.25352113
0.61192043	135.73149109	127.24076843	0.00363188	0.00000000	43.17977528	2.80500724	0.00083800	-42.25352113
0.61193201	133.47863770	126.41217804	0.00363188	0.00000000	43.17977528	3.07741324	0.00092004	-42.25352113
0.61194359	131.11683655	125.73693085	0.00363188	0.00000000	43.17977528	3.17508462	0.00094954	-42.25352113
0.61195518	128.50134277	125.62064362	0.00363188	0.00000000	43.17977528	3.28576180	0.00098296	-42.25352113
0.61196675	128.50134277	125.62064362	0.00363188	0.00000000	43.17977528	3.42923662	0.00102623	-42.25352113
0.61197834	126.17530060	124.94532776	0.00363188	0.00000000	43.17977528	3.54705735	0.00106179	-42.25352113
0.61198992	123.88131714	124.33229065	0.00363188	0.00000000	43.17977528	3.68105244	0.00110012	-42.25352113
0.61200150	121.24008942	123.61782074	0.00363188	0.00000000	43.17977528	3.82433132	0.00114531	-42.25352113
